county,lon,lat
Roane,-84.56414699999999,35.836117
Bastrop,-97.3152701,30.1104947
Castro,-122.4350043,37.7609082
Deaf Smith,-102.5298028,35.0017354
Oldham,-2.1113659,53.5409298
Albemarle,-80.2000578,35.3501426
Botetourt,-79.7848422,37.5774613
Isle of Wight,-1.304734,50.69384789999999
Suffolk city,-76.5835621,36.7282054
Carbon,-87.668643,41.89637099999999
Bradford,-78.649163,41.9564953
Flagler,-81.31489719999999,29.8926844
Barrow,-95.9195026,36.0727771
Butts,-91.1562501,37.9958787
Chattooga,-83.1976834,34.9430903
Clinch,-95.85400539999999,36.280167
Coffee,-95.70699789999999,37.2261671
Tattnall,-83.7207753,32.8916356
Twiggs,-117.1465914,32.7608456
Valley,-94.64744739999999,36.835068
Champaign,-88.2433829,40.1164204
Jo Daviess,-90.2244662,42.3148804
Rock Island,-90.5787476,41.5094771
Stephenson,-81.3269791,37.5800558
Ripley,-96.9055843,36.0178366
Cerro Gordo,-117.791744,36.5393799
Kossuth,-88.6458856,34.8720349
Poweshiek,-92.539603,41.6530119
Sioux,-97.8286368,42.7131134
Tama,-92.576753,41.9627392
Woodbury,-74.1059775,41.3645382
Mitchell,-98.0297992,43.7094283
Breathitt,-83.33618799999999,37.5359616
Hardin,-107.6120314,45.7324778
Jessamine,-84.56414699999999,37.895573
Acadia,-68.2733346,44.3385559
Cecil,-75.94632399999999,39.5739403
St. Mary's,-79.7691176,36.0648563
Emmet,-93.4704521,33.7262253
Gladwin,-84.48640069999999,43.9808549
Grand Traverse,-85.52002399999999,44.687984
Roscommon,-8.189095499999999,53.6275906
Le Sueur,-93.9113634,44.4598517
Chickasaw,-88.0747222,30.7637991
Oktibbeha,-88.90306,33.3886689
Pontotoc,-88.998673,34.2478831
Sunflower,-95.6170016,37.03579209999999
Tate,-95.9766258,36.7523542
Salem,-70.8967155,42.51954
Cortland,-76.1804843,42.6011813
St. Lawrence,-95.25656889999999,38.9578056
Davie,-80.25211569999999,26.0764783
Granville,-118.255375,34.1449828
Nash,-94.9863378,37.1200838
Robeson,-79.1096901,34.6383858
Scotland,-4.2026458,56.49067119999999
Gallia,-82.34518899999999,38.8619254
Portage,-87.1761455,41.5758707
Muskogee,-95.3696909,35.7478769
Dauphin,-76.9310859,40.3673093
Schuylkill,-75.7361028,40.2616522
Colleton,-80.7214417,32.8242297
Gibson,-95.6276367,37.0358271
Loudon,-84.3338112,35.7328541
McMinn,-84.6479124,35.4037048
Amherst,-72.5198537,42.3732216
Bedford,-97.1430671,32.844017
Culpeper,-77.9962512,38.4729632
Fluvanna,-78.24761459999999,37.8532863
Louisa,-78.00416489999999,38.0251394
Whitman,-117.0051343,46.4111297
Tallapoosa,-85.2880077,33.7445499
Juneau City and Borough,-134.4197221,58.301944399999996
Matanuska-Susitna Borough,-150.1729153,62.2599347
La Plata,-57.95356570000001,-34.9204948
Teller,-92.3276743,38.9513513
Burke,-77.27165049999999,38.7934466
Catoosa,-95.74581700000002,36.188987
Liberty,-95.5947005,37.1556278
Dubois,-78.7583257,41.1210115
Wapello,-91.1854273,41.18141929999999
Natchitoches,-93.08627489999999,31.7607195
St. Martin,-63.0500809,18.0708298
Garrett,-95.6393167,37.0412191
Queen Anne's,-70.9197343,42.1971995
Kalamazoo,-85.5872286,42.2917069
Muskegon,-86.24839209999999,43.2341813
Newaygo,-85.80005059999999,43.4197429
Big Stone,-96.4724,45.4932045
Lac qui Parle,-96.2006981,45.0562676
Sherburne,-93.7298983,45.4644612
Tallahatchie,-90.1678618,33.5440088
Callaway,-97.7434763,30.2848721
Moniteau,-79.8994983,41.06311789999999
St. Francois,-90.4879916,37.7652755
Taney,-76.6063285,39.2853726
Chaves,-7.470604599999999,41.7410586
Cayuga,-76.7263397,42.9189555
Oswego,-76.5104973,43.4553461
Alamance,-79.48585489999999,36.0351361
Vance,-94.8411496,36.8703518
Walsh,-83.1471631,42.5738914
Sandusky,-82.71168209999999,41.4561754
Hood River,-121.528087,45.7067985
Cambria,-96.99561299999999,32.9444961
Georgetown,-77.07225849999999,38.9076089
Codington,-77.9170135,34.16629
Hughes,-95.93410860000002,36.7886515
Lyman,-72.7203447,41.583189
Pennington,-86.84105679999999,34.1396903
Iron,-95.62416069999999,37.0308532
Danville city,-79.39502279999999,36.5859718
Rockbridge,-92.4090511,36.7895034
Autauga,-86.49965460000001,32.5791817
Conway,-92.4421011,35.0886963
Crawford,-94.9143239,37.5153954
Cross,-94.1993583,36.0757284
Hempstead,-73.6187397,40.7062128
Hot Spring,-93.0423545,34.5216915
Stone,-95.84496299999999,36.2067298
White,-95.6393166,37.0412191
Woodruff,-85.3288661,41.5733834
Calaveras,-120.6805037,38.1960477
Merced,-120.4829677,37.3021632
Mono,-93.2980084,44.9498979
Delta,-97.3238396,37.6718787
Huerfano,-104.9388853,37.6125984
Ben Hill,-83.2608947,31.7420801
Bryan,-96.3699632,30.6743643
Colquitt,-84.7332527,31.17129349999999
Crisp,-80.1415998,26.1218826
Irwin,-79.70115489999999,40.3245138
Macon,-83.6324022,32.8406946
Meriwether,-112.7609059,48.60636700000001
Stephens,-92.3220946,38.9515442
Telfair,-95.6544646,29.59333659999999
Bannock,-79.3811111,43.6519444
Cassia,-118.4936106,34.0194533
Grundy,-82.0990223,37.2778886
Dearborn,-83.17631449999999,42.3222599
Decatur,-84.2963123,33.7748275
Ohio,-82.90712300000001,40.4172871
Porter,-95.68017239999999,37.4176935
Starke,-82.1098275,29.9441298
Warrick,-87.2618328,38.0736703
Buchanan,-121.8885116,37.9992485
Cedar,-95.63630649999999,37.0896461
Doniphan,-90.82345509999999,36.6208917
Pottawatomie,-95.1223608,38.4363446
Woodson,-77.2762546,38.8400233
McCracken,-88.7108964,37.03306070000001
Menifee,-117.185294,33.6971468
Muhlenberg,-75.5101316,40.597544
Vernon,-118.230073,34.003903
Waldo,-94.5919007,38.9938949
Hillsdale,-84.6305101,41.9200472
Isabella,-90.4580556,30.4905556
Kalkaska,-85.18422269999999,44.7352042
Lapeer,-83.31883409999999,43.0514161
Manistee,-86.324253,44.2444473
Choctaw,-96.41260799999999,33.9517085
Noxubee,-88.55653099999999,33.1605608
Cape Girardeau,-89.51814759999999,37.3058839
Pemiscot,-89.81303559999999,36.2195399
Saunders,-95.8803898,36.4538414
Cibola,-106.663487,35.204445
Curry,-94.2100722,36.3468861
Chemung,-76.6238369,42.00840729999999
Transylvania,25.2223974,46.1840561
Highland,-95.27158639999999,39.85998800000001
Mayes,-122.4204437,37.7883035
Wagoner,-95.36941159999999,35.9595442
Clatsop,-123.7653042,46.0210796
Armstrong,-97.05000369999999,36.1641795
Clearfield,-112.0260538,41.1107771
Juniata,-78.01589779999999,40.5001397
Brookings,-96.79838769999999,44.3113573
Overton,-94.9785515,32.2745983
Weakley,-88.7108964,36.3428865
Comal,-98.2212979,29.8105572
Falls,-96.26805100000001,37.1472694
Grayson,-95.8727725,35.5031598
Hidalgo,-98.2630684,26.1003547
Nueces,-97.4814163,27.7693351
Parker,-94.5024145,37.0787447
Victoria,-97.0035982,28.8052674
Caledonia,-85.5166864,42.7891985
Chesapeake city,-75.8074367,39.530946
Halifax,-63.5727683,44.6475811
Preston,-80.4297453,37.2298479
Sweetwater,-94.26577089999999,36.8267349
Chilton,-88.16287849999999,44.0288803
Colbert,-96.5024916,33.8531568
Etowah,-84.56422889999999,34.1161551
Russell,-98.8598061,38.8952893
Wilcox,-95.15413389999999,36.6386937
Drew,-95.712891,37.09024
Inyo,-117.5495846,36.3091865
Sutter,-121.6739371,39.0219764
Otero,-98.4893486,29.4394727
Gadsden,-86.0066386,34.014264
Long,-95.9347172,36.7468516
Taylor,-95.6352855,37.0321072
Thomas,-95.2337797,37.34085
Ware,-72.2398566,42.2598457
Wilkes,-75.8883633,41.2449585
Idaho,-114.7420408,44.0682019
Nez Perce,-116.3759765,46.2915578
Payette,-116.9337711,44.0782195
Rush,-87.6674637,41.8747917
Neosho,-94.36799599999999,36.8689554
Shawnee,-96.9253004,35.3272928
Laurel,-76.8483061,39.0992752
McCreary,-84.4802606,36.6973499
Jefferson Davis,-83.3866864,31.6645513
Morehouse,-84.415528,33.7473412
Winn,-82.4369188,27.1079598
Dukes,-86.7510787,36.1779189
Iosco,-84.0801613,42.5354041
Lenawee,-84.01674229999999,41.8433859
Luce,-93.1502369,44.946881
Marquette,-87.92856669999999,43.0388337
Sanilac,-82.7347142,43.4069041
Goodhue,-92.623802799999993,44.4005221
Winona,-91.6663523,44.0553908
Amite,-90.50898149999999,30.7265747
Prentiss,-89.8670229,31.5985012
Cooper,-95.84082079999999,36.1362064
McDonald,-95.61945589999999,37.0332889
Platte,-98.1515804,40.9812543
Ralls,-101.3844226,33.6787302
Hill,-76.999525,38.8860434
Eddy,-97.4586576,36.73169850000001
Rio Arriba,-106.7234639,36.6162892
Chautauqua,-79.4692286,42.207941
Bertie,-75.8390045,40.3600693
Caldwell,-74.2765366,40.8398218
Duplin,-78.0195387,34.8840095
Hertford,-77.0564464,36.3761772
Lenoir,-81.5389849,35.9140196
McDowell,-122.620327,38.247111
Foster,-71.7581249,41.8537098
Pickaway,-82.99316069999999,39.687828
Seneca,-94.61105739999999,36.8414565
Carter,-95.8809807,36.0600146
Creek,-95.712891,37.09024
Osage,-96.05923279999999,36.700446
Lycoming,-76.9992886,41.2442229
Newport,-71.3128285,41.4901024
Providence,-71.4128343,41.8239891
Williamsburg,-73.9570696,40.7081156
Meade,-100.3401456,37.2855796
Hawkins,-95.20411349999999,32.58847350000001
Atascosa,-98.5721016,28.8661281
Austin,-97.7430608,30.267153
Blanco,-98.4214095,30.0979862
Burnet,-98.2283585,30.75823759999999
Coryell,-97.87216,31.4774358
Eastland,-98.81756229999999,32.4015198
Erath,-92.0359562,29.9582611
Gaines,-83.9141254,42.8725303
Grimes,-93.7925199,41.6883646
Guadalupe,-61.55099999999999,16.265
Hale,-96.0549896,37.23477930000001
Hopkins,-93.4044187,44.9260794
Hunt,-95.68319699999999,37.184262
Kaufman,-96.3088693,32.5890238
Llano,-98.67503789999999,30.75934519999999
Maverick,-95.9751682,36.246676
Milam,-98.5418041,33.8621785
San Patricio,-97.77194190000002,27.9544619
Terry,-85.073968,32.509711
Tom Green,-97.733807,30.2944709
Wharton,-96.1027371,29.3116366
Lamoille,-115.4784204,40.7279868
Fairfax city,-77.30637329999999,38.84622359999999
Fredericksburg city,-77.4605399,38.3031837
Manassas city,-77.47526669999999,38.7509488
Mathews,-90.82403049999999,43.9321033
Nottoway,-91.1671044,30.1854768
Roanoke,-79.9414266,37.2709704
Shenandoah,-78.6795836,38.29275579999999
Ferry,-88.0154761,30.231965
Okanogan,-119.5833869,48.361262
Raleigh,-78.6381787,35.7795897
Iowa,-93.097702,41.8780025
Juneau,-134.4197221,58.301944399999996
Bullock,-97.7387272,30.2802637
Coosa,-86.19250269999999,33.5422736
Crenshaw,-118.3403506,34.0181993
Marengo,-88.6084269,42.2486332
La Paz,-68.11929359999999,-16.489689
Mohave,-113.7632828,35.2143346
Chicot,-92.2877613,30.78974
Lonoke,-91.8998611,34.7839795
Kit Carson,-102.7923684,38.7670013
Rio Grande,-106.720697,35.083367
Haralson,-85.1900684,33.8021715
McDuffie,-82.5185837,33.5258626
Toombs,-94.62820599999999,38.978973
Tazewell,-81.5195548,37.11483740000001
Fountain,-87.6189483,41.8757944
Posey,-118.0088187,34.1039577
Appanoose,-92.8577105,40.6806102
Des Moines,-93.6249593,41.5868353
Mahaska,-92.6983868,41.32958800000001
Monona,-89.3335334,43.0623172
Page,-111.4558333,36.91472220000001
East Feliciana,-91.02032240000001,30.8458948
Pointe Coupee,-91.5983959,30.6102166
Vermilion,-82.36460679999999,41.4219889
Gogebic,-89.92147399999999,46.4392785
Ionia,-85.07111739999999,42.9872547
Mecosta,-85.2264232,43.6203054
Missaukee,-85.02334599999999,44.366621
Oceana,-73.9823074,40.7597641
Ogemaw,-84.1857115,44.3270741
Shiawassee,-84.1857115,42.949754
Kandiyohi,-95.0155836,45.11445519999999
Sibley,-79.8830217,43.25831669999999
Wilkin,-96.5018468,46.4087398
Quitman,-95.4510641,32.7959605
Yalobusha,-89.6759101,33.9768292
Bollinger,-90.4924695,29.6148976
Stoddard,-84.20269300000001,39.7668339
Meagher,-93.2728372,44.9775042
Toole,-111.6408212,48.6974247
Kearney,-99.0816784,40.69933030000001
McIntosh,-75.8750585,42.1001384
Athens,23.7275388,37.9838096
Muskingum,-81.73904619999999,40.0002942
Wyandot,-94.62927909999999,39.1142423
Comanche,-98.60365809999999,31.8973693
Craig,-95.9412054,36.7523462
Okmulgee,-95.9515399,35.6266957
Sequoyah,-95.5622252,36.3728917
Tillamook,-123.8440137,45.4562158
Wasco,-119.3409457,35.5941238
Blair,-79.1494024,41.8456311
Indiana,-86.1349019,40.2671941
Susquehanna,-75.9800824,41.2122261
Cannon,-95.8503727,36.0345775
Meigs,-86.7606541,36.1763401
Unicoi,-83.72583139999999,34.720286
Angelina,-96.893959,33.077816
Cooke,-73.9821195,40.7193988
Karnes,-97.8946404,28.8947908
Nacogdoches,-94.6554874,31.6035129
Rockwall,-96.4597089,32.93123360000001
Val Verde,-117.2467456,33.8368701
Amelia,-95.99259959999999,36.1583455
Fauquier,-77.79097759999999,38.7208787
Hampton city,-76.34522179999999,37.0298687
King George,-77.18078419999999,38.2664512
Lynchburg city,-79.1425869,37.4140524
Pittsylvania,-79.4703885,36.7440186
Poquoson city,-76.3457773,37.1223664
Prince George,-76.8720961,38.78492110000001
Radford city,-80.5764477,37.13179239999999
Southampton,-72.56780119999999,40.8598637
Vilas,-89.45591619999999,45.9787939
Hot Springs,-93.0551795,34.5037004
Covington,-83.8601827,33.5967815
Baxter,-120.781578,39.215096
Colusa,-122.0094175,39.2143343
Kings,-97.2859874,37.6651319
Alamosa,-105.8700214,37.4694491
Costilla,-84.30916669999999,33.8586111
Levy,-82.82097399999999,29.3178545
Suwannee,-82.99316069999999,30.24850959999999
Chattahoochee,-84.99574109999999,32.5152844
Habersham,-83.54965659999999,34.6478893
Hart,-82.40986509999999,27.9699732
Upson,-84.3121264,32.9047684
Gem,-73.9921629,40.7191175
Bureau,-95.960608,36.151468
Iroquois,-78.6050259,42.8361706
Huntington,-84.6733991,45.02715449999999
Kosciusko,-89.58757639999999,33.0576295
LaGrange,-85.0322444,33.0362218
Whitley,-80.6147391,35.4807436
Dickinson,-102.7896242,46.8791756
Coffey,-94.00522769999999,40.1066705
Gove,-100.4877663,38.9590176
Harvey,-94.585314,39.084729
McPherson,-97.66420869999999,38.3708415
Bullitt,-118.235463,34.042181
Larue,-93.9460319,36.3417401
West Feliciana,-91.4048249,30.8423123
Gratiot,-84.68974949999999,43.2836505
Beltrami,-94.82892389999999,48.0370038
Faribault,-93.268827,44.2949636
Mahnomen,-95.9655384,47.31727490000001
Kemper,-87.62151229999999,41.8852827
Neshoba,-89.1705998,32.8057157
Sharkey,-97.5465897,35.3611757
Atchison,-95.12163559999999,39.5630521
Chariton,-93.31409850000001,41.0199996
Pettis,-77.7504019,43.255494
Ray,-95.261483,37.328832
Texas,-99.9018131,31.9685988
Valencia,-81.46357669999999,28.5217922
Person,-73.55208200000001,41.0366095
Surry,-76.8352384,37.1379265
Latimer,-85.8002142,38.3298307
Pittsburg,-121.8846806,38.0279762
Morrow,-84.33936829999999,33.5831662
Northumberland,-2.0784138,55.2082542
Aurora,-88.32007150000001,41.7605849
Faulk,-97.47687859999999,25.9054733
Todd,-95.0532978,36.6667456
Hood,-121.5168382,38.36788019999999
Montague,-86.357013,43.4166772
Navarro,-95.8695385,36.1196413
Randall,-98.04476869999999,39.642508
Starr,-98.7481167,26.6215167
Uvalde,-99.7861679,29.20968359999999
Willacy,-97.69822719999999,26.4948223
Yoakum,-97.15193099999999,29.2877469
Young,-96.00060099999999,36.153005
Uintah,-109.3783206,40.1069499
Bristol city,-72.94651619999999,41.6734297
Galax city,-80.9239671,36.6612387
Roanoke city,-79.9449983,37.2710326
Skamania,-121.8962257,45.9428524
Greenbrier,-80.30795979999999,37.7860374
Pleasants,-77.6202325,37.5988374
Marinette,-87.6306623,45.0999849
Waupaca,-89.0859464,44.3580348
Goshen,-85.8344383,41.5822716
Washakie,-112.2171823,41.9440909
Gila,-111.4004291,33.0416553
Glenn,-122.0138651,39.5218283
Baca,-102.5298028,37.394731
Moffat,-105.9100156,37.9988882
Hendry,-122.343578,38.3211569
Bulloch,-81.77870209999999,32.3595678
Jenkins,-93.6860286,36.778673
Murray,-111.8879909,40.6668916
Wheeler,-94.5506367,39.12018380000001
Bonneville,-113.8352043,40.7787454
Switzerland,8.227511999999999,46.818188
Vermillion,-93.0451823,44.8341682
Wabash,-85.8205411,40.797821
Keokuk,-91.3963966,40.4044731
Boyle,-94.53151899999999,37.056168
Bracken,-98.3211244,29.6099493
Breckinridge,-106.0383518,39.4816537
Nicholas,-95.26461560000001,37.32108849999999
East Carroll,-91.2506002,32.7570923
Clearwater,-82.8001026,27.9658533
Gosper,-99.8124935,40.4604851
Cattaraugus,-78.86809029999999,42.32922870000001
Schuyler,-97.0597019,41.4483432
Edgecombe,-77.7934801,35.941055
Perquimans,-76.4100267,36.1329763
Barnes,-95.9179508,36.10574830000001
Divide,-105.1576396,38.9422556
Mountrail,-102.326433,48.2169859
Auglaize,-84.3542049,40.5781556
Van Wert,-84.58412229999999,40.8694927
Le Flore,-94.9818513,34.8984359
Nowata,-95.6457951,36.7344388
Clarion,-79.3853218,41.2147851
Huntingdon,-78.0102813,40.48479589999999
McKean,-80.1433144,41.9968852
Snyder,-94.549814,39.1064181
Deuel,-96.663812,44.7311414
Hamlin,-77.9540785,43.36002140000001
Hutchinson,-97.92977429999999,38.0608445
Yankton,-97.39728129999999,42.87110879999999
Bledsoe,-94.3791936,38.935635
Hardeman,4.929836,52.3361183
Trousdale,-118.395863,34.1041122
Andrews,-95.7017211,37.2251014
Burleson,-97.3208492,32.5420821
Lamb,-73.984641,40.756511
Lynn,-70.9494938,42.46676300000001
Hopewell city,-77.28720009999999,37.3043154
New Kent,-76.964306,37.4653757
Powhatan,-77.91882389999999,37.5415273
Converse,-97.0545496,32.6786512
Sublette,-100.8437736,37.4816911
Arkansas,-91.8318334,35.20105
Ashley,-95.84361109999999,36.29
Tuolumne,-119.9740534,38.029655
Mineral,-95.5684983,37.04373229999999
Montezuma,-77.6554819,39.9161538
Glades,-94.5192469,37.0286548
Wakulla,-84.3542049,30.1301689
Bacon,-122.5764444,38.1089722
Brooks,-95.60275759999999,37.3847835
Candler,-82.69273629999999,35.5360973
Owyhee,-117.1650132,43.7368891
Bond,-95.61636639999999,37.0373074
Menard,-97.23022499999999,37.743853
Finney,-100.8903099,38.0625252
Boyd,-97.56530269999999,33.0787326
Red River,-96.33890629999999,33.6880496
Sabine,-93.5003454,31.4893252
Cheboygan,-84.4744795,45.64695630000001
Cottonwood,-112.0098791,34.7391876
Isanti,-93.24760909999999,45.4894008
Otter Tail,-96.623295,46.2908078
Deer Lodge,-112.7383721,46.3990941
Scotts Bluff,-103.6362715,41.8140936
Alleghany,-80.2403456,37.7473446
Bladen,-78.5660852,34.5882404
Caswell,-77.01609359999999,43.0597305
Columbus,-82.99879419999999,39.9611755
Currituck,-75.94632399999999,36.4189826
Pamlico,-76.6874701,35.1337865
Yadkin,-80.6770787,36.2023597
Rogers,-94.1593785,36.3340116
Mifflin,-77.4027674,40.5695217
Venango,-79.8296743,41.3896611
Fall River,-71.1550451,41.7014912
Roberts,-95.4866114,37.0523395
Haywood,-82.33202949999999,34.8499469
McNairy,-88.58328759999999,35.1633013
Obion,-89.19173529999999,36.2589567
Ector,-102.5298028,31.8246483
Kleberg,-96.60069759999999,32.6847251
San Jacinto,-116.958635,33.7839084
Swisher,-93.70496,38.768313
Waller,-95.9268986,30.0566085
Greensville,-77.6077865,36.60568860000001
Manassas Park city,-77.4697111,38.7840035
Winchester city,-78.164382,39.18410799999999
Wythe,-73.9581,40.7218694
Cabell,-77.4536428,37.5477409
Wetzel,-84.839714,39.8317451
Wirt,-93.9599336,47.7305054
Greenlee,-89.09140769999999,42.2172927
St. Francis,-91.3877569,39.938948
Alpine,-112.00982,46.606474
Archuleta,-104.8034212,39.7939482
Phillips,-95.7113442,37.2080424
Appling,-82.3163154,33.54609000000001
Banks,-95.712891,37.09024
Bleckley,-83.3789389,32.4087854
Dade,-80.1909637,25.7889987
Dooly,-83.804868,32.1593447
Gilmer,-94.94243790000002,32.7287472
Jeff Davis,-82.605118,31.8234851
Schley,-84.3121264,32.2736136
Bonner,-116.5931483,48.2751783
Jerome,-112.1137716,34.7489107
Minidoka,-114.2512011,42.6779139
Audubon,-69.4206829,43.984269
Guthrie,-97.42531849999999,35.878937
Antrim,-6.2072498,54.7195338
Houghton,-78.1572319,42.4233981
Itasca,-88.0072909,41.9750287
Meeker,-107.9131299,40.03747329999999
Watonwan,-94.479976,43.9323091
Alcorn,-91.13729239999999,31.8742035
Maries,-95.92457569999999,36.1476191
Reynolds,-95.90596239999999,36.13520219999999
Antelope,-96.9739075,38.4361259
Torrance,-118.3406288,33.8358492
Alexander,-89.55890889999999,40.7143522
Grand Forks,-97.0328547,47.9252568
Oliver,-96.0073474,36.137385
Preble,-87.97013930000001,44.4974789
Ross,-95.94881490000002,36.7407572
Beckham,-78.90474069999999,37.4912541
Cotton,-95.8588688,36.9709103
Love,-95.6286636,36.7194645
Barnwell,-81.3587177,33.2448733
Fentress,-97.7772547,29.7554805
Giles,-80.6770787,37.3132885
Aransas,-96.9638624,28.0761262
Jim Wells,-98.04651849999999,27.7841718
Wise,-118.4927024,34.0147011
King William,-77.01368389999999,37.6871635
Petersburg city,-77.40192669999999,37.2279279
Smyth,-87.6605593,41.8849722
Door,-95.7075421,37.2231438
